test_index,block_index,feature_a,feature_b,dense_weight,old_phi_a,old_phi_b,old_baseline_f0,old_block_output_fab,old_identity_residual,new_phi_a,new_phi_b,new_pure_interaction,new_baseline_f0,new_block_output_fab,new_identity_residual
679,10,InquiryToTradeRatio,MSinceMostRecentDelq,0.9425417184829712,0.04888766631484032,0.09483480453491211,1.6826685168780386e-05,0.14373929798603058,0.0,0.07172437012195587,0.0,0.0,0.07201492786407471,0.14373929798603058,0.0
1212,11,NumTradesOpeninLast12M,NetFractionInstallBurden,0.40891212224960327,0.0035847534891217947,0.001440167659893632,0.0,0.005024921149015427,0.0,0.0030466439202427864,0.0,0.0,0.0019782772287726402,0.005024921149015427,0.0
688,11,NumTradesOpeninLast12M,NetFractionInstallBurden,0.40891212224960327,0.0,0.0019782772287726402,0.0,0.0019782772287726402,0.0,0.0,0.0,0.0,0.0019782772287726402,0.0019782772287726402,0.0
1025,11,NumTradesOpeninLast12M,NetFractionInstallBurden,0.40891212224960327,0.0,0.0019782772287726402,0.0,0.0019782772287726402,0.0,0.0,0.0,0.0,0.0019782772287726402,0.0019782772287726402,0.0
139,11,NumTradesOpeninLast12M,NetFractionInstallBurden,0.40891212224960327,0.001509369700215757,0.0007195604266598821,0.0,0.002228930126875639,0.0,0.0012827971950173378,-0.001032144296914339,0.0,0.0019782772287726402,0.002228930126875639,0.0
679,11,NumTradesOpeninLast12M,NetFractionInstallBurden,0.40891212224960327,0.0,0.0019782772287726402,0.0,0.0019782772287726402,0.0,0.0,0.0,0.0,0.0019782772287726402,0.0019782772287726402,0.0
1212,12,NumInstallTradesWBalance,MSinceMostRecentTradeOpen,0.056203361600637436,0.0,7.458991603925824e-06,0.0002688162785489112,0.00027627527015283704,0.0,-6.593763828277588e-07,7.458991603925824e-06,0.0,0.00026947565493173897,0.00027627527015283704,0.0
688,12,NumInstallTradesWBalance,MSinceMostRecentTradeOpen,0.056203361600637436,0.0,-3.7295103538781404e-06,0.0002688162785489112,0.0002650867681950331,0.0,-6.593763828277588e-07,-3.7295103538781404e-06,0.0,0.00026947565493173897,0.0002650867681950331,0.0
1025,12,NumInstallTradesWBalance,MSinceMostRecentTradeOpen,0.056203361600637436,0.0,5.594250978901982e-06,0.0002688162785489112,0.0002744105295278132,0.0,-6.593763828277588e-07,5.594250978901982e-06,0.0,0.00026947565493173897,0.0002744105295278132,0.0
139,12,NumInstallTradesWBalance,MSinceMostRecentTradeOpen,0.056203361600637436,0.0,7.458991603925824e-06,0.0002688162785489112,0.00027627527015283704,0.0,-6.593763828277588e-07,7.458991603925824e-06,0.0,0.00026947565493173897,0.00027627527015283704,0.0
679,12,NumInstallTradesWBalance,MSinceMostRecentTradeOpen,0.056203361600637436,0.0,0.0,0.0002688162785489112,0.0002688162785489112,0.0,-6.593763828277588e-07,0.0,0.0,0.00026947565493173897,0.0002688162785489112,0.0
