epochs,batch_size,calibration_keypoints,lattice_size,learning_rate,early_stopping_patience,grouping_mode,max_group_dim,tune_profile,cv_splits,cv_repeats,cv_folds,auc_mean,auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,brier_mean,log_loss_mean,fallback_count,all_lattice,balanced_score,risk_heavy_score,composite_score
36,256,10,4,0.002,6,correlation,3,final,5,1,5,0.7806044537726251,0.007706510989157589,0.7745729945962884,0.011869500263220296,0.7433952733655314,0.002900166325577681,0.19455844163894653,0.5751169995449886,0,True,1.686672446883144,1.7279320602841042,1.686672446883144
20,256,10,3,0.003,4,fixed,2,final,5,1,5,0.7804779314101725,0.0057747974229431795,0.7773011051533363,0.005175369422354397,0.7423560195114722,0.008259441975572499,0.19446527361869811,0.5747220077870698,0,True,1.6889112888700308,1.7302809166162714,1.6889112888700308
20,256,10,4,0.003,6,fixed,2,final,5,1,5,0.78033006416132,0.0036494222370507157,0.7775890947469883,0.006393855467488451,0.7429734975191139,0.009397997081868132,0.19427162110805513,0.5741551298025431,0,True,1.6895972880153642,1.7311771276714947,1.6895972880153642
20,128,10,3,0.002,6,correlation,2,final,5,1,5,0.7798634032862951,0.006315946515649218,0.7783218225957111,0.012158019215443754,0.7445055430620562,0.005145430329768099,0.19357771575450897,0.5722056217991884,0,True,1.6914504866324165,1.7336008157571807,1.6914504866324165
20,128,20,4,0.002,6,correlation,3,final,5,1,5,0.779690865237726,0.011973670751349112,0.7730889082492138,0.019166285898375397,0.745443234245408,0.006120944031417092,0.19473213851451873,0.575534820033499,0,True,1.6851177758950155,1.7268003995197985,1.6851177758950155
28,256,10,3,0.002,4,fixed,3,final,5,1,5,0.7796196276226066,0.006179710329361127,0.7757088034440189,0.008041323680916672,0.7415754424741385,0.0065462103921135805,0.19506965279579164,0.576188742163324,0,True,1.6854361619873732,1.7265887681939152,1.6854361619873732
20,128,10,3,0.002,4,correlation,2,final,5,1,5,0.7795145225001092,0.002736080744813845,0.7775268350088664,0.007998394377912136,0.7462130709416572,0.005414996772418637,0.19361049830913543,0.572362893431408,0,True,1.6910987806169842,1.7335730291346103,1.6910987806169842
20,256,15,4,0.002,4,correlation,2,final,5,1,5,0.7788080310767753,0.005689798548510068,0.7777020323329475,0.009664631787733096,0.7298578813689673,0.004239873838560361,0.19826394617557525,0.5833282435101177,0,True,1.6776213296305504,1.7164350907467774,1.6776213296305504
20,256,10,4,0.003,4,correlation,3,final,5,1,5,0.7781074114550283,0.009134402412163888,0.771734186884256,0.014657886991090056,0.7359201332837005,0.0033310423962697937,0.19725036025047302,0.5814706178259241,0,True,1.6748368766919666,1.7144993088548304,1.6748368766919666
20,256,15,3,0.002,4,fixed,3,final,5,1,5,0.7780176262326124,0.006606910261025813,0.7755220282301254,0.009819615783746403,0.731966899460717,0.007984032498277886,0.19779037237167357,0.5822949297754307,0,True,1.6761618042973607,1.715389115277223,1.6761618042973607
28,256,10,3,0.002,6,correlation,3,final,5,1,5,0.7776603884429044,0.007216601260946085,0.7719127527271653,0.012219573152031317,0.739799350791885,0.003611099978094574,0.19747174084186553,0.5817998544975933,0,True,1.6763485193234815,1.7168775943411148,1.6763485193234815
28,256,20,4,0.002,6,correlation,3,final,5,1,5,0.777523289870838,0.008044368447955206,0.7735646443475785,0.01101003934447269,0.7411700269841186,0.003621670507431354,0.19670677483081817,0.5799141680130677,0,True,1.6793616339397386,1.7204517373964991,1.6793616339397386
20,256,15,3,0.002,6,correlation,3,final,5,1,5,0.7757834491661715,0.002592965651361861,0.7716582306273576,0.008014809559149643,0.724992844522624,0.010605412546702084,0.20024522840976716,0.5880780297796397,0,True,1.664061745950014,1.701665546595058,1.664061745950014
20,256,10,4,0.002,4,fixed,3,final,5,1,5,0.7753834983531592,0.005041374940322422,0.7680926682424856,0.008359729877754078,0.7309460288972158,0.008873270969600095,0.19941773116588593,0.5864170058944923,0,True,1.6638196827480032,1.7024206053863384,1.6638196827480032
20,256,20,3,0.002,4,correlation,3,final,5,1,5,0.7753188843618954,0.010201285392320021,0.769720929331007,0.01577160630554806,0.7346893893717736,0.006132368537905816,0.19901513755321504,0.5852886336409641,0,True,1.667730459093809,1.7073122213468372,1.667730459093809
28,256,10,4,0.002,4,correlation,3,final,5,1,5,0.7752354441769658,0.00843794902594907,0.772119502328444,0.011133274223897373,0.733604712445319,0.008489410271927103,0.19905756711959838,0.5853328564610917,0,True,1.6694792895427675,1.7090984506062281,1.6694792895427675
20,256,10,3,0.002,6,correlation,3,final,5,1,5,0.7726347463260845,0.007368107786568277,0.7667026278424899,0.011225924888618535,0.7152118255967341,0.0054697552077855715,0.20254894196987153,0.5934162453390024,0,True,1.6487378127043164,1.6842526790757453,1.6487378127043164
20,256,10,4,0.002,4,correlation,3,final,5,1,5,0.7718505579281703,0.01389545785833504,0.7649824850737963,0.018198047917594794,0.7034103880123926,0.011751565607662919,0.20479488372802734,0.5984227089235407,0,True,1.6381313121393182,1.6710203912173653,1.6381313121393182
20,256,15,4,0.002,4,correlation,3,final,5,1,5,0.7706776310002251,0.006510417002851676,0.7645515713943039,0.00764991612971197,0.7140291243020063,0.006533442901538955,0.2034931570291519,0.5955267164162348,0,True,1.6431107823940192,1.6784599023729945,1.6431107823940192
